id,first_name,last_name,display_name,avatar,job_title,city,state,zipcode,country,email,emails,time_zone,work_number,mobile_number,address,last_seen,lead_score,last_contacted,open_deals_amount,won_deals_amount,links,last_contacted_sales_activity_mode,custom_field,created_at,updated_at,keyword,medium,last_contacted_mode,recent_note,won_deals_count,last_contacted_via_sales_activity,completed_sales_sequences,active_sales_sequences,web_form_ids,open_deals_count,last_assigned_at,facebook,twitter,linkedin,is_deleted,team_user_ids,external_id,work_email,subscription_status,subscription_types,unsubscription_reason,other_unsubscription_reason,customer_fit,record_type_id,whatsapp_subscription_status,sms_subscription_status,last_seen_chat,first_seen_chat,locale,total_sessions,system_tags,first_campaign,first_medium,first_source,last_campaign,last_medium,last_source,latest_campaign,latest_medium,latest_source,mcr_id,description,amb_subscription_status,phone_numbers,sales_accounts,tags
402107113408,Jane 2,Sampleton (sample),Jane 2 Sampleton (sample),https://img.fullcontact.com/static/4df0efb1ea1a7650fef74f5e44d50d35_ca437b79617f8bbfc40c317b729d32693be1463f356b5be1015b39739859659f,CEO,Glendale,Arizona,100652,USA,janesampleton@gmail.com,"[{'id': 402077585441, 'value': 'janesampleton@gmail.com', 'is_primary': True, 'label': None, '_destroy': False}]",Arizona,+13684932360,+19266529503,604-5854 Beckford St.,2024-10-17T10:38:57Z,63,2024-12-04T12:57:53Z,5600.0,0.0,"{'conversations': '/crm/sales/contacts/402107113408/conversations/all?include=email_conversation_recipients%2Ctargetable%2Cphone_number%2Cphone_caller%2Cnote%2Cuser&per_page=3', 'timeline_feeds': '/crm/sales/contacts/402107113408/timeline_feeds', 'document_associations': '/crm/sales/contacts/402107113408/document_associations', 'notes': '/crm/sales/contacts/402107113408/notes?include=creater', 'tasks': '/crm/sales/contacts/402107113408/tasks?include=creater,owner,updater,targetable,users,task_type', 'appointments': '/crm/sales/contacts/402107113408/appointments?include=creater,owner,updater,targetable,appointment_attendees,conference,note', 'reminders': '/crm/sales/contacts/402107113408/reminders?include=creater,owner,updater,targetable', 'duplicates': '/crm/sales/contacts/402107113408/duplicates', 'connections': '/crm/sales/contacts/402107113408/connections'}",Task,"{'cf_lead_source': 'Website', 'cf_last_contacted_date': '2024-12-11T00:00:00Z'}",2024-10-11T00:00:00Z,2024-12-13T12:35:06Z,B2B Success,Blog,Email opened by recipient,Scheduled a meeting later with Jane to discuss the requirements,0,2024-12-07T12:58:00Z,,,,1,2024-10-18T10:38:58Z,100010587455650,janesampleton,jane-sampleton-0b0039109,False,[],1011,,1,1;2;3;4;5,,,4,403029678573,2,2,,,,,[],,,,,,,,,,1865380116713617408,,,[],"[{'partial': True, 'id': 402006533752, 'name': 'Widgetz.io (sample)', 'avatar': None, 'website': 'widgetz.io', 'open_deals_amount': '5600.0', 'open_deals_count': 1, 'won_deals_amount': '0.0', 'won_deals_count': 0, 'last_contacted': '2024-12-04T12:57:53Z', 'record_type_id': '403029678574', 'is_primary': True}]",['Decision maker']
402107113409,Spector,Calista (sample),Spector Calista (sample),https://s3.ap-south-1.amazonaws.com/cdn-fsales-ind.freshsales.io/7479631/documents/402007641173/original/spector_avatar.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAXGJAZIKAU2T5F46N%2F20241213%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20241213T163408Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=d09969c6445e77c46d317defe886482921a85f52b1865015ed2942dd9c52c528,Co-founder,Westbury,New York,11590,USA,spectorcalista@gmail.com,"[{'id': 402077585442, 'value': 'spectorcalista@gmail.com', 'is_primary': True, 'label': None, '_destroy': False}]",Eastern Time (US & Canada),+13684945781,+19266520001, 2158 Mount Tabor,2024-10-17T12:00:00Z,62,2024-12-02T11:00:00Z,3200.0,3000.0,"{'conversations': '/crm/sales/contacts/402107113409/conversations/all?include=email_conversation_recipients%2Ctargetable%2Cphone_number%2Cphone_caller%2Cnote%2Cuser&per_page=3', 'timeline_feeds': '/crm/sales/contacts/402107113409/timeline_feeds', 'document_associations': '/crm/sales/contacts/402107113409/document_associations', 'notes': '/crm/sales/contacts/402107113409/notes?include=creater', 'tasks': '/crm/sales/contacts/402107113409/tasks?include=creater,owner,updater,targetable,users,task_type', 'appointments': '/crm/sales/contacts/402107113409/appointments?include=creater,owner,updater,targetable,appointment_attendees,conference,note', 'reminders': '/crm/sales/contacts/402107113409/reminders?include=creater,owner,updater,targetable', 'duplicates': '/crm/sales/contacts/402107113409/duplicates', 'connections': '/crm/sales/contacts/402107113409/connections'}",Email,"{'cf_lead_source': None, 'cf_last_contacted_date': None}",2024-09-13T12:00:00Z,2024-12-07T15:22:46Z,Sales CRM,,Email opened by recipient,Contract sent to Spector. Awaiting response.,1,2024-12-02T11:00:00Z,,,,1,2024-10-18T10:38:59Z,,,,False,[],,,1,1;2;3;4;5,,,4,403029678573,1,1,,,,,[],,,,,,,,,,1865380118040456192,,,[],"[{'partial': True, 'id': 402006533756, 'name': 'Techcave (sample)', 'avatar': None, 'website': 'sampletechcave.com', 'open_deals_amount': '3200.0', 'open_deals_count': 1, 'won_deals_amount': '3000.0', 'won_deals_count': 1, 'last_contacted': '2024-11-27T13:00:00Z', 'record_type_id': '403029678574', 'is_primary': True}]",['Industry Expert']
402107113420,Johnny,Chow (sample),Johnny Chow (sample),https://s3.ap-south-1.amazonaws.com/cdn-fsales-ind.freshsales.io/7479631/documents/402007641191/original/johnny_avatar.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAXGJAZIKAU2T5F46N%2F20241213%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20241213T163408Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=4ff1f7bb55145bc5837ca17e7f84768c231428655350f4da5905b2cdb906e6b4,President,Toronto,Ontario,M5V 2H1,Canada,johnnychow@gmail.com,"[{'id': 402077585450, 'value': 'johnnychow@gmail.com', 'is_primary': True, 'label': None, '_destroy': False}]",Eastern Time (US & Canada),+14168765432,+19800011111,45 Synergy Street,,56,,,,"{'conversations': '/crm/sales/contacts/402107113420/conversations/all?include=email_conversation_recipients%2Ctargetable%2Cphone_number%2Cphone_caller%2Cnote%2Cuser&per_page=3', 'timeline_feeds': '/crm/sales/contacts/402107113420/timeline_feeds', 'document_associations': '/crm/sales/contacts/402107113420/document_associations', 'notes': '/crm/sales/contacts/402107113420/notes?include=creater', 'tasks': '/crm/sales/contacts/402107113420/tasks?include=creater,owner,updater,targetable,users,task_type', 'appointments': '/crm/sales/contacts/402107113420/appointments?include=creater,owner,updater,targetable,appointment_attendees,conference,note', 'reminders': '/crm/sales/contacts/402107113420/reminders?include=creater,owner,updater,targetable', 'duplicates': '/crm/sales/contacts/402107113420/duplicates', 'connections': '/crm/sales/contacts/402107113420/connections'}",,"{'cf_lead_source': None, 'cf_last_contacted_date': None}",2024-09-13T12:00:00Z,2024-12-07T15:21:38Z,,,,,0,,,,,0,2024-10-18T10:39:03Z,,,https://www.linkedin.com/in/j0hnnyc,False,[],,,1,2;3;4;5;1,,,3,403029678573,2,2,,,,,[],,,,,,,,,,1865380142001076224,,,[],"[{'partial': True, 'id': 402006533758, 'name': 'Nexus Hub (sample)', 'avatar': None, 'website': 'nexus-hub.net', 'open_deals_amount': None, 'open_deals_count': 0, 'won_deals_amount': None, 'won_deals_count': 0, 'last_contacted': None, 'record_type_id': '403029678574', 'is_primary': True}]",['Key Stakeholder']
402107113412,Laura,Norda (sample),Laura Norda (sample),https://s3.ap-south-1.amazonaws.com/cdn-fsales-ind.freshsales.io/7479631/documents/402007641176/original/laura_avatar.png?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAXGJAZIKAU2T5F46N%2F20241213%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20241213T163408Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=cc89a21ef6d3b95b7993a1626510be966416e3f3c0301a9974000c87e2caac9b,CFO,Toronto,Ontario,M8Z 4H4,Canada,lauranordasample@gmail.com,"[{'id': 402077585443, 'value': 'lauranordasample@gmail.com', 'is_primary': True, 'label': None, '_destroy': False}]",Bogota,+14167348672,+16473456789,3431 Eagle Rd,2024-10-17T16:00:00Z,54,2024-12-05T19:00:00Z,100.0,4000.0,"{'conversations': '/crm/sales/contacts/402107113412/conversations/all?include=email_conversation_recipients%2Ctargetable%2Cphone_number%2Cphone_caller%2Cnote%2Cuser&per_page=3', 'timeline_feeds': '/crm/sales/contacts/402107113412/timeline_feeds', 'document_associations': '/crm/sales/contacts/402107113412/document_associations', 'notes': '/crm/sales/contacts/402107113412/notes?include=creater', 'tasks': '/crm/sales/contacts/402107113412/tasks?include=creater,owner,updater,targetable,users,task_type', 'appointments': '/crm/sales/contacts/402107113412/appointments?include=creater,owner,updater,targetable,appointment_attendees,conference,note', 'reminders': '/crm/sales/contacts/402107113412/reminders?include=creater,owner,updater,targetable', 'duplicates': '/crm/sales/contacts/402107113412/duplicates', 'connections': '/crm/sales/contacts/402107113412/connections'}",Email,"{'cf_lead_source': None, 'cf_last_contacted_date': None}",2024-09-12T13:00:00Z,2024-12-07T15:22:47Z,,,Incoming email,Laura wants to buy one more license and will decide by the end of the month.,1,2024-12-05T19:00:00Z,,,,1,2024-10-18T10:39:00Z,,,,False,[],,,1,2;3;4;5;1,,,3,403029678573,1,1,,,,,[],,,,,,,,,,1865380136733549568,,,[],"[{'partial': True, 'id': 402006533755, 'name': 'Acme Inc (sample)', 'avatar': None, 'website': 'sampleacme.com', 'open_deals_amount': '100.0', 'open_deals_count': 1, 'won_deals_amount': '4000.0', 'won_deals_count': 1, 'last_contacted': '2024-12-05T19:00:00Z', 'record_type_id': '403029678574', 'is_primary': True}]",['Decision maker']
402107113414,Nick,Raymond (sample),Nick Raymond (sample),https://s3.ap-south-1.amazonaws.com/cdn-fsales-ind.freshsales.io/7479631/documents/402007641182/original/nick_avatar.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAXGJAZIKAU2T5F46N%2F20241213%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20241213T163408Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=03372d6e4e718aad16c902265fdd77544c52c04d178250fa592f5aa5efe8fb4a,Sales Director,Westbury,New York,11590,USA,nickraymond@gmail.com,"[{'id': 402077585445, 'value': 'nickraymond@gmail.com', 'is_primary': True, 'label': None, '_destroy': False}]",Eastern Time (US & Canada),+14569366739,+19266184415,2159 Mount Tabor,,40,,4000.0,0.0,"{'conversations': '/crm/sales/contacts/402107113414/conversations/all?include=email_conversation_recipients%2Ctargetable%2Cphone_number%2Cphone_caller%2Cnote%2Cuser&per_page=3', 'timeline_feeds': '/crm/sales/contacts/402107113414/timeline_feeds', 'document_associations': '/crm/sales/contacts/402107113414/document_associations', 'notes': '/crm/sales/contacts/402107113414/notes?include=creater', 'tasks': '/crm/sales/contacts/402107113414/tasks?include=creater,owner,updater,targetable,users,task_type', 'appointments': '/crm/sales/contacts/402107113414/appointments?include=creater,owner,updater,targetable,appointment_attendees,conference,note', 'reminders': '/crm/sales/contacts/402107113414/reminders?include=creater,owner,updater,targetable', 'duplicates': '/crm/sales/contacts/402107113414/duplicates', 'connections': '/crm/sales/contacts/402107113414/connections'}",,"{'cf_lead_source': None, 'cf_last_contacted_date': None}",2024-09-12T13:00:00Z,2024-12-07T15:22:38Z,,,,This is a call note done in Fcaller widget.,0,,,,,1,2024-10-18T10:39:01Z,,,,False,[],,,1,2;3;4;5;1,,,3,403029678573,2,2,,,,,[],,,,,,,,,,1865380139015250944,,,[],"[{'partial': True, 'id': 402006533754, 'name': 'E Corp (sample)', 'avatar': None, 'website': 'ecorpsolutions.com', 'open_deals_amount': '4000.0', 'open_deals_count': 1, 'won_deals_amount': '0.0', 'won_deals_count': 0, 'last_contacted': '2024-11-27T10:00:00Z', 'record_type_id': '403029678574', 'is_primary': True}]",['Influencer']
402107113424,Heather,White (sample),Heather White (sample),https://s3.ap-south-1.amazonaws.com/cdn-fsales-ind.freshsales.io/7479631/documents/402007641197/original/heather_avatar.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAXGJAZIKAU2T5F46N%2F20241213%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20241213T163408Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=b6a2c8902be4ee8ac7b93c0fb9b3d9477ccb8df5d016ff818ab8ac34ffd5d050,Head of IT,Austin,Texas,75004,USA,heatherwhite@gmail.com,"[{'id': 402077585454, 'value': 'heatherwhite@gmail.com', 'is_primary': True, 'label': None, '_destroy': False}]",Mountain Time (US & Canada),+15662849976,+15436946523,456 Innovation Avenue,,39,,3500.0,0.0,"{'conversations': '/crm/sales/contacts/402107113424/conversations/all?include=email_conversation_recipients%2Ctargetable%2Cphone_number%2Cphone_caller%2Cnote%2Cuser&per_page=3', 'timeline_feeds': '/crm/sales/contacts/402107113424/timeline_feeds', 'document_associations': '/crm/sales/contacts/402107113424/document_associations', 'notes': '/crm/sales/contacts/402107113424/notes?include=creater', 'tasks': '/crm/sales/contacts/402107113424/tasks?include=creater,owner,updater,targetable,users,task_type', 'appointments': '/crm/sales/contacts/402107113424/appointments?include=creater,owner,updater,targetable,appointment_attendees,conference,note', 'reminders': '/crm/sales/contacts/402107113424/reminders?include=creater,owner,updater,targetable', 'duplicates': '/crm/sales/contacts/402107113424/duplicates', 'connections': '/crm/sales/contacts/402107113424/connections'}",,"{'cf_lead_source': None, 'cf_last_contacted_date': None}",2024-09-12T13:00:00Z,2024-12-07T15:22:14Z,,,,,0,,,,,1,2024-10-18T10:39:05Z,,,,False,[],,,1,2;3;4;5;1,,,2,403029678573,2,2,,,,,[],,,,,,,,,,1865380147408053248,,,[],"[{'partial': True, 'id': 402006533760, 'name': 'Pivotal Tech (sample)', 'avatar': None, 'website': 'pivotaltechsolutions.com', 'open_deals_amount': '3500.0', 'open_deals_count': 1, 'won_deals_amount': '0.0', 'won_deals_count': 0, 'last_contacted': None, 'record_type_id': '403029678574', 'is_primary': True}]",['Champion']
402113771157,Charlie,Brown,Charlie Brown,,CEO,,,,,charlie.brown@example.com,"[{'id': 402081728549, 'value': 'charlie.brown@example.com', 'is_primary': True, 'label': None, '_destroy': False}]",Chennai,,,,,37,,0.0,0.0,"{'conversations': '/crm/sales/contacts/402113771157/conversations/all?include=email_conversation_recipients%2Ctargetable%2Cphone_number%2Cphone_caller%2Cnote%2Cuser&per_page=3', 'timeline_feeds': '/crm/sales/contacts/402113771157/timeline_feeds', 'document_associations': '/crm/sales/contacts/402113771157/document_associations', 'notes': '/crm/sales/contacts/402113771157/notes?include=creater', 'tasks': '/crm/sales/contacts/402113771157/tasks?include=creater,owner,updater,targetable,users,task_type', 'appointments': '/crm/sales/contacts/402113771157/appointments?include=creater,owner,updater,targetable,appointment_attendees,conference,note', 'reminders': '/crm/sales/contacts/402113771157/reminders?include=creater,owner,updater,targetable', 'duplicates': '/crm/sales/contacts/402113771157/duplicates', 'connections': '/crm/sales/contacts/402113771157/connections'}",,"{'cf_lead_source': 'Email Campaign', 'cf_last_contacted_date': '2024-03-05T00:00:00Z'}",2024-12-07T13:23:59Z,2024-12-10T19:42:07Z,,,,,0,,,,,0,2024-12-07T13:23:58Z,,,,False,[],3,,1,1;2;3;4;5,,,2,403029678573,2,2,,,,,[],,,,,,,,,,1865386775216898048,,,[],"[{'partial': True, 'id': 402007039237, 'name': 'FinVest Advisors', 'avatar': None, 'website': None, 'open_deals_amount': '50000.0', 'open_deals_count': 1, 'won_deals_amount': '0.0', 'won_deals_count': 0, 'last_contacted': None, 'record_type_id': '403029678574', 'is_primary': True}]",[]
402113771155,Alice,Johnson,Alice Johnson,,Marketing Manager,,,,,alice.johnson@example.com,"[{'id': 402081728547, 'value': 'alice.johnson@example.com', 'is_primary': True, 'label': None, '_destroy': False}]",Chennai,,,,,32,,0.0,0.0,"{'conversations': '/crm/sales/contacts/402113771155/conversations/all?include=email_conversation_recipients%2Ctargetable%2Cphone_number%2Cphone_caller%2Cnote%2Cuser&per_page=3', 'timeline_feeds': '/crm/sales/contacts/402113771155/timeline_feeds', 'document_associations': '/crm/sales/contacts/402113771155/document_associations', 'notes': '/crm/sales/contacts/402113771155/notes?include=creater', 'tasks': '/crm/sales/contacts/402113771155/tasks?include=creater,owner,updater,targetable,users,task_type', 'appointments': '/crm/sales/contacts/402113771155/appointments?include=creater,owner,updater,targetable,appointment_attendees,conference,note', 'reminders': '/crm/sales/contacts/402113771155/reminders?include=creater,owner,updater,targetable', 'duplicates': '/crm/sales/contacts/402113771155/duplicates', 'connections': '/crm/sales/contacts/402113771155/connections'}",,"{'cf_lead_source': 'Website', 'cf_last_contacted_date': '2024-01-10T00:00:00Z'}",2024-12-07T13:23:59Z,2024-12-10T19:43:33Z,,,,,0,,,,,0,2024-12-07T13:23:58Z,,,,False,[],1,,1,1;2;3;4;5,,,2,403029678573,2,2,,,,,[],,,,,,,,,,1865386775028154368,,,[],"[{'partial': True, 'id': 402006533756, 'name': 'Techcave (sample)', 'avatar': None, 'website': 'sampletechcave.com', 'open_deals_amount': '3200.0', 'open_deals_count': 1, 'won_deals_amount': '3000.0', 'won_deals_count': 1, 'last_contacted': '2024-11-27T13:00:00Z', 'record_type_id': '403029678574', 'is_primary': True}, {'partial': True, 'id': 402007039238, 'name': 'Healthline Corp', 'avatar': None, 'website': None, 'open_deals_amount': '200000.0', 'open_deals_count': 1, 'won_deals_amount': '0.0', 'won_deals_count': 0, 'last_contacted': None, 'record_type_id': '403029678574', 'is_primary': False}, {'partial': True, 'id': 402006533758, 'name': 'Nexus Hub (sample)', 'avatar': None, 'website': 'nexus-hub.net', 'open_deals_amount': None, 'open_deals_count': 0, 'won_deals_amount': None, 'won_deals_count': 0, 'last_contacted': None, 'record_type_id': '403029678574', 'is_primary': False}]",[]
402107113417,Kevin,Jordan (sample),Kevin Jordan (sample),https://s3.ap-south-1.amazonaws.com/cdn-fsales-ind.freshsales.io/7479631/documents/402007641188/original/kevin_avatar.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAXGJAZIKAU2T5F46N%2F20241213%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20241213T163408Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=f1ae7f5f0982ebd319b54321b8b0df3468fc3b40b41a0686d83d70fa78ca5213,VP Marketing,Dallas,Texas,75003,USA,kevinjordan@gmail.com,"[{'id': 402077585447, 'value': 'kevinjordan@gmail.com', 'is_primary': True, 'label': None, '_destroy': False}]",Mountain Time (US & Canada),+15011583929,+15898899911,321 Apex Lane,,29,,0.0,3200.0,"{'conversations': '/crm/sales/contacts/402107113417/conversations/all?include=email_conversation_recipients%2Ctargetable%2Cphone_number%2Cphone_caller%2Cnote%2Cuser&per_page=3', 'timeline_feeds': '/crm/sales/contacts/402107113417/timeline_feeds', 'document_associations': '/crm/sales/contacts/402107113417/document_associations', 'notes': '/crm/sales/contacts/402107113417/notes?include=creater', 'tasks': '/crm/sales/contacts/402107113417/tasks?include=creater,owner,updater,targetable,users,task_type', 'appointments': '/crm/sales/contacts/402107113417/appointments?include=creater,owner,updater,targetable,appointment_attendees,conference,note', 'reminders': '/crm/sales/contacts/402107113417/reminders?include=creater,owner,updater,targetable', 'duplicates': '/crm/sales/contacts/402107113417/duplicates', 'connections': '/crm/sales/contacts/402107113417/connections'}",,"{'cf_lead_source': None, 'cf_last_contacted_date': None}",2024-10-03T12:00:00Z,2024-12-07T15:21:31Z,,,,,1,,,,,0,2024-10-18T10:39:02Z,,,https://www.linkedin.com/in/kevin-jordan-md-62b27359,False,[],,,1,2;3;4;5;1,,,2,403029678573,2,2,,,,,[],,,,,,,,,,1865380141015469056,,,[],"[{'partial': True, 'id': 402006533759, 'name': 'Apex IQ (sample)', 'avatar': None, 'website': 'apexiqsolutions.com', 'open_deals_amount': '0.0', 'open_deals_count': 0, 'won_deals_amount': '3200.0', 'won_deals_count': 1, 'last_contacted': None, 'record_type_id': '403029678574', 'is_primary': True}]",['Customer Advocate']
402113771156,Bob,Smith,Bob Smith,,Sales Director,,,,,bob.smith@example.com,"[{'id': 402081728548, 'value': 'bob.smith@example.com', 'is_primary': True, 'label': None, '_destroy': False}]",Chennai,,,,,29,,0.0,0.0,"{'conversations': '/crm/sales/contacts/402113771156/conversations/all?include=email_conversation_recipients%2Ctargetable%2Cphone_number%2Cphone_caller%2Cnote%2Cuser&per_page=3', 'timeline_feeds': '/crm/sales/contacts/402113771156/timeline_feeds', 'document_associations': '/crm/sales/contacts/402113771156/document_associations', 'notes': '/crm/sales/contacts/402113771156/notes?include=creater', 'tasks': '/crm/sales/contacts/402113771156/tasks?include=creater,owner,updater,targetable,users,task_type', 'appointments': '/crm/sales/contacts/402113771156/appointments?include=creater,owner,updater,targetable,appointment_attendees,conference,note', 'reminders': '/crm/sales/contacts/402113771156/reminders?include=creater,owner,updater,targetable', 'duplicates': '/crm/sales/contacts/402113771156/duplicates', 'connections': '/crm/sales/contacts/402113771156/connections'}",,"{'cf_lead_source': 'Referral', 'cf_last_contacted_date': '2024-02-15T00:00:00Z'}",2024-12-07T13:23:59Z,2024-12-10T19:41:53Z,,,,,0,,,,,0,2024-12-07T13:23:58Z,,,,False,[],2,,1,1;2;3;4;5,,,2,403029678573,2,2,,,,,[],,,,,,,,,,1865386775124623360,,,[],"[{'partial': True, 'id': 402006533757, 'name': 'Synth Corp (sample)', 'avatar': None, 'website': 'synthcorp.org', 'open_deals_amount': '4100.0', 'open_deals_count': 1, 'won_deals_amount': '0.0', 'won_deals_count': 0, 'last_contacted': None, 'record_type_id': '403029678574', 'is_primary': True}]",[]
